Factura;Fecha;Zona;Ciudad;Vendedor;Producto;Color;Cantidad;V. unitario;V. total
345;20/09/2021;Norte;Bucaramanga;Sonia;Camisa;Gris;14;45000;630000
346;20/09/2021;Centro;Bucaramanga;Sonia;Falda;Amarillo;9;65000;585000
346;21/09/2021;Norte;Cartagena;Erika;Camisa;Rojo;6;45000;270000
346;21/09/2021;Centro;Cali;Sonia;Falda;Blanco;27;65000;1755000
346;21/09/2021;Centro;Bogotá;Claudia;Falda;Fucsia;39;65000;2535000
347;22/09/2021;Norte;Cartagena;Claudia;Pantalón;Negro;21;60000;1260000
347;23/09/2021;Centro;Bucaramanga;Sonia;Buzo;Blanco;24;52000;1248000
348;23/09/2021;Sur;Barranquilla;Claudia;Pantalón;Azul;45;60000;2700000
349;23/09/2021;Norte;Bogotá;Sonia;Pantalón;Negro;8;60000;480000
349;24/09/2021;Centro;Barranquilla;Sonia;Camisa;Verde;10;45000;450000
350;24/09/2021;Sur;Medellín;Claudia;Buzo;Blanco;49;52000;2548000
351;24/09/2021;Sur;Barranquilla;Fernanda;Chaqueta;Gris;4;130000;520000
352;25/09/2021;Norte;Medellín;Fernanda;Camisa;Negro;44;45000;1980000
353;26/09/2021;Centro;Bucaramanga;Sonia;Falda;Azul;42;65000;2730000
353;26/09/2021;Centro;Cali;Sonia;Camisa;Blanco;38;45000;1710000
354;27/09/2021;Centro;Cali;Fernanda;Falda;Fucsia;22;65000;1430000
354;27/09/2021;Norte;Cali;Claudia;Camisa;Gris;6;45000;270000
355;28/09/2021;Sur;Medellín;Sonia;Pantalón;Fucsia;11;60000;660000
355;28/09/2021;Sur;Bogotá;Claudia;Zapatos;Blanco;46;84000;3864000
355;28/09/2021;Sur;Cali;Sonia;Zapatos;Blanco;26;84000;2184000
356;28/09/2021;Norte;Cali;Sonia;Zapatos;Azul;20;84000;1680000
356;29/09/2021;Norte;Medellín;Fernanda;Zapatos;Verde;29;84000;2436000
357;29/09/2021;Centro;Barranquilla;Claudia;Chaqueta;Gris;12;130000;1560000
357;30/09/2021;Centro;Cali;Claudia;Camisa;Amarillo;23;45000;1035000
357;30/09/2021;Centro;Bucaramanga;Fernanda;Camisa;Blanco;35;45000;1575000
357;1/10/2021;Sur;Cali;Sonia;Pantalón;Negro;25;60000;1500000
357;1/10/2021;Sur;Medellín;Claudia;Pantalón;Azul;39;60000;2340000
358;1/10/2021;Norte;Cali;Fernanda;Pantalón;Amarillo;20;60000;1200000
359;1/10/2021;Norte;Bucaramanga;Claudia;Buzo;Negro;38;52000;1976000
359;1/10/2021;Sur;Bucaramanga;Sonia;Zapatos;Azul;25;84000;2100000
359;1/10/2021;Norte;Medellín;Fernanda;Falda;Gris;19;65000;1235000
359;1/10/2021;Centro;Bogotá;Fernanda;Zapatos;Azul;7;84000;588000
360;1/10/2021;Centro;Medellín;Sonia;Camisa;Azul;49;45000;2205000
360;2/10/2021;Sur;Barranquilla;Sonia;Chaqueta;Azul;30;130000;3900000
360;3/10/2021;Norte;Medellín;Erika;Zapatos;Rojo;5;84000;420000
360;3/10/2021;Sur;Bucaramanga;Claudia;Buzo;Fucsia;7;52000;364000
360;4/10/2021;Centro;Bucaramanga;Sonia;Chaqueta;Amarillo;14;130000;1820000
360;5/10/2021;Sur;Bucaramanga;Fernanda;Chaqueta;Gris;21;130000;2730000
361;5/10/2021;Norte;Bucaramanga;Sonia;Pantalón;Negro;20;60000;1200000
362;6/10/2021;Sur;Medellín;Fernanda;Zapatos;Negro;11;84000;924000
362;6/10/2021;Sur;Bogotá;Fernanda;Camisa;Gris;3;45000;135000
363;6/10/2021;Centro;Cali;Claudia;Falda;Blanco;32;65000;2080000
363;8/10/2021;Sur;Cartagena;Fernanda;Zapatos;Azul;35;84000;2940000
364;8/10/2021;Centro;Barranquilla;Sonia;Pantalón;Negro;24;60000;1440000
365;9/10/2021;Centro;Cali;Sonia;Camisa;Fucsia;37;45000;1665000
366;9/10/2021;Sur;Medellín;Sonia;Pantalón;Rojo;50;60000;3000000
367;10/10/2021;Centro;Bucaramanga;Fernanda;Camisa;Fucsia;47;45000;2115000
368;10/10/2021;Norte;Cartagena;Fernanda;Zapatos;Gris;43;84000;3612000
368;10/10/2021;Centro;Cali;Claudia;Falda;Amarillo;43;65000;2795000
368;10/10/2021;Centro;Medellín;Claudia;Falda;Rojo;46;65000;2990000
369;10/10/2021;Centro;Cali;Claudia;Chaqueta;Azul;50;130000;6500000
370;11/10/2021;Sur;Barranquilla;Erika;Falda;Negro;6;65000;390000
370;11/10/2021;Norte;Bucaramanga;Sonia;Falda;Azul;31;65000;2015000
370;11/10/2021;Centro;Barranquilla;Erika;Camisa;Gris;39;45000;1755000
371;11/10/2021;Sur;Bogotá;Sonia;Camisa;Negro;23;45000;1035000
372;11/10/2021;Norte;Cartagena;Fernanda;Chaqueta;Negro;45;130000;5850000
373;12/10/2021;Norte;Bucaramanga;Sonia;Buzo;Azul;20;52000;1040000
374;12/10/2021;Centro;Bogotá;Fernanda;Chaqueta;Amarillo;13;130000;1690000
375;13/10/2021;Centro;Cartagena;Fernanda;Falda;Azul;42;65000;2730000
375;13/10/2021;Sur;Barranquilla;Claudia;Chaqueta;Verde;45;130000;5850000
376;13/10/2021;Sur;Cali;Sonia;Chaqueta;Verde;43;130000;5590000
377;13/10/2021;Norte;Bogotá;Erika;Falda;Gris;47;65000;3055000
377;13/10/2021;Norte;Cartagena;Sonia;Falda;Rojo;34;65000;2210000
377;13/10/2021;Norte;Bogotá;Fernanda;Zapatos;Verde;10;84000;840000
378;14/10/2021;Norte;Cartagena;Sonia;Falda;Amarillo;21;65000;1365000
379;14/10/2021;Sur;Cartagena;Fernanda;Buzo;Gris;15;52000;780000
379;14/10/2021;Sur;Bucaramanga;Erika;Zapatos;Negro;42;84000;3528000
380;14/10/2021;Centro;Bucaramanga;Sonia;Zapatos;Amarillo;4;84000;336000
381;14/10/2021;Norte;Bucaramanga;Fernanda;Falda;Amarillo;50;65000;3250000
382;14/10/2021;Sur;Bogotá;Sonia;Falda;Verde;11;65000;715000
382;15/10/2021;Norte;Cali;Fernanda;Chaqueta;Negro;17;130000;2210000
382;15/10/2021;Norte;Barranquilla;Fernanda;Pantalón;Blanco;35;60000;2100000
383;15/10/2021;Centro;Cartagena;Fernanda;Zapatos;Blanco;18;84000;1512000
383;17/10/2021;Centro;Barranquilla;Erika;Pantalón;Amarillo;46;60000;2760000
384;17/10/2021;Centro;Barranquilla;Sonia;Falda;Negro;31;65000;2015000
385;18/10/2021;Norte;Cartagena;Claudia;Zapatos;Fucsia;40;84000;3360000
386;19/10/2021;Norte;Bucaramanga;Fernanda;Zapatos;Blanco;30;84000;2520000
386;19/10/2021;Norte;Barranquilla;Sonia;Buzo;Azul;3;52000;156000
387;19/10/2021;Sur;Cali;Fernanda;Chaqueta;Azul;14;130000;1820000
387;19/10/2021;Centro;Cali;Sonia;Chaqueta;Blanco;47;130000;6110000
387;20/10/2021;Sur;Cali;Erika;Buzo;Verde;32;52000;1664000
388;20/10/2021;Sur;Bogotá;Claudia;Buzo;Negro;17;52000;884000
388;20/10/2021;Centro;Cartagena;Erika;Falda;Amarillo;1;65000;65000
389;21/10/2021;Norte;Medellín;Claudia;Chaqueta;Fucsia;23;130000;2990000
389;21/10/2021;Sur;Bogotá;Sonia;Falda;Amarillo;27;65000;1755000
389;21/10/2021;Centro;Cartagena;Fernanda;Zapatos;Amarillo;12;84000;1008000
390;22/10/2021;Centro;Cartagena;Claudia;Zapatos;Negro;27;84000;2268000
391;23/10/2021;Centro;Bogotá;Fernanda;Camisa;Verde;12;45000;540000
392;23/10/2021;Norte;Medellín;Erika;Zapatos;Negro;48;84000;4032000
393;23/10/2021;Sur;Bucaramanga;Sonia;Zapatos;Gris;23;84000;1932000
394;23/10/2021;Norte;Bucaramanga;Claudia;Pantalón;Amarillo;45;60000;2700000
395;23/10/2021;Centro;Cali;Erika;Camisa;Amarillo;42;45000;1890000
395;24/10/2021;Norte;Barranquilla;Fernanda;Buzo;Negro;38;52000;1976000
396;24/10/2021;Sur;Bogotá;Claudia;Chaqueta;Amarillo;38;130000;4940000
397;24/10/2021;Norte;Bucaramanga;Claudia;Falda;Azul;37;65000;2405000
398;25/10/2021;Sur;Cali;Fernanda;Pantalón;Azul;13;60000;780000
399;25/10/2021;Norte;Cali;Sonia;Pantalón;Azul;31;60000;1860000
399;25/10/2021;Centro;Bogotá;Claudia;Buzo;Blanco;44;52000;2288000
399;25/10/2021;Sur;Barranquilla;Sonia;Zapatos;Gris;1;84000;84000
399;28/10/2021;Sur;Barranquilla;Erika;Pantalón;Azul;42;60000;2520000
400;28/10/2021;Centro;Bucaramanga;Erika;Falda;Blanco;19;65000;1235000
401;28/10/2021;Centro;Bogotá;Fernanda;Camisa;Gris;5;45000;225000
401;28/10/2021;Norte;Barranquilla;Fernanda;Zapatos;Verde;14;84000;1176000
401;28/10/2021;Sur;Bogotá;Claudia;Buzo;Fucsia;42;52000;2184000
401;29/10/2021;Norte;Medellín;Erika;Pantalón;Negro;15;60000;900000
401;29/10/2021;Sur;Cali;Fernanda;Camisa;Fucsia;37;45000;1665000
402;29/10/2021;Sur;Barranquilla;Claudia;Falda;Rojo;27;65000;1755000
402;30/10/2021;Centro;Bogotá;Erika;Chaqueta;Negro;41;130000;5330000
402;30/10/2021;Norte;Medellín;Fernanda;Camisa;Verde;32;45000;1440000
403;30/10/2021;Centro;Bogotá;Fernanda;Falda;Blanco;47;65000;3055000
404;31/10/2021;Norte;Bogotá;Sonia;Pantalón;Fucsia;15;60000;900000
405;31/10/2021;Centro;Barranquilla;Fernanda;Zapatos;Fucsia;2;84000;168000
406;31/10/2021;Centro;Bogotá;Fernanda;Pantalón;Azul;45;60000;2700000
407;31/10/2021;Centro;Cartagena;Claudia;Chaqueta;Azul;45;130000;5850000
407;31/10/2021;Centro;Barranquilla;Claudia;Falda;Amarillo;38;65000;2470000
407;31/10/2021;Sur;Bogotá;Claudia;Camisa;Gris;33;45000;1485000
408;1/11/2021;Sur;Medellín;Erika;Pantalón;Azul;27;60000;1620000
409;1/11/2021;Norte;Medellín;Erika;Zapatos;Verde;42;84000;3528000
410;1/11/2021;Norte;Bucaramanga;Sonia;Camisa;Gris;2;45000;90000
411;1/11/2021;Norte;Medellín;Claudia;Buzo;Amarillo;14;52000;728000
412;1/11/2021;Norte;Bogotá;Sonia;Pantalón;Blanco;44;60000;2640000
413;2/11/2021;Centro;Cartagena;Claudia;Falda;Rojo;49;65000;3185000
414;2/11/2021;Centro;Cali;Claudia;Pantalón;Rojo;3;60000;180000
414;2/11/2021;Norte;Bogotá;Fernanda;Pantalón;Fucsia;41;60000;2460000
415;3/11/2021;Norte;Bogotá;Erika;Buzo;Verde;49;52000;2548000
415;3/11/2021;Norte;Cali;Claudia;Buzo;Blanco;42;52000;2184000
416;3/11/2021;Sur;Barranquilla;Fernanda;Chaqueta;Negro;38;130000;4940000
416;3/11/2021;Norte;Cali;Sonia;Falda;Gris;5;65000;325000
417;3/11/2021;Sur;Bogotá;Fernanda;Zapatos;Rojo;47;84000;3948000
417;3/11/2021;Norte;Barranquilla;Fernanda;Buzo;Amarillo;18;52000;936000
417;3/11/2021;Centro;Medellín;Claudia;Pantalón;Gris;10;60000;600000
418;4/11/2021;Norte;Bucaramanga;Erika;Pantalón;Negro;42;60000;2520000
419;5/11/2021;Norte;Bogotá;Sonia;Pantalón;Blanco;20;60000;1200000
420;5/11/2021;Sur;Bucaramanga;Erika;Zapatos;Rojo;47;84000;3948000
420;6/11/2021;Sur;Bogotá;Sonia;Pantalón;Blanco;7;60000;420000
420;6/11/2021;Centro;Barranquilla;Sonia;Zapatos;Fucsia;42;84000;3528000
421;7/11/2021;Sur;Medellín;Fernanda;Buzo;Blanco;33;52000;1716000
421;7/11/2021;Sur;Medellín;Claudia;Pantalón;Verde;21;60000;1260000
421;8/11/2021;Centro;Cartagena;Claudia;Chaqueta;Gris;25;130000;3250000
422;8/11/2021;Norte;Barranquilla;Fernanda;Zapatos;Negro;43;84000;3612000
423;8/11/2021;Norte;Cali;Fernanda;Zapatos;Amarillo;13;84000;1092000
423;8/11/2021;Centro;Barranquilla;Fernanda;Zapatos;Verde;18;84000;1512000
423;8/11/2021;Norte;Cartagena;Erika;Buzo;Fucsia;40;52000;2080000
423;9/11/2021;Centro;Bucaramanga;Sonia;Chaqueta;Fucsia;7;130000;910000
424;9/11/2021;Centro;Bucaramanga;Erika;Chaqueta;Verde;49;130000;6370000
425;12/11/2021;Norte;Bucaramanga;Fernanda;Camisa;Azul;32;45000;1440000
425;13/11/2021;Norte;Bucaramanga;Claudia;Buzo;Blanco;2;52000;104000
426;13/11/2021;Norte;Cali;Sonia;Falda;Verde;5;65000;325000
427;13/11/2021;Centro;Barranquilla;Fernanda;Buzo;Azul;34;52000;1768000
428;13/11/2021;Norte;Bogotá;Sonia;Camisa;Fucsia;39;45000;1755000
428;13/11/2021;Norte;Cartagena;Claudia;Falda;Fucsia;47;65000;3055000
428;13/11/2021;Norte;Medellín;Fernanda;Pantalón;Blanco;20;60000;1200000
429;14/11/2021;Norte;Barranquilla;Erika;Buzo;Blanco;4;52000;208000
429;14/11/2021;Sur;Medellín;Claudia;Falda;Azul;34;65000;2210000
430;15/11/2021;Sur;Medellín;Erika;Camisa;Amarillo;8;45000;360000
430;15/11/2021;Sur;Cartagena;Fernanda;Pantalón;Rojo;31;60000;1860000
431;15/11/2021;Norte;Bucaramanga;Erika;Falda;Blanco;42;65000;2730000
432;15/11/2021;Norte;Barranquilla;Sonia;Zapatos;Blanco;20;84000;1680000
433;15/11/2021;Centro;Cali;Erika;Pantalón;Rojo;23;60000;1380000
433;16/11/2021;Centro;Cali;Fernanda;Buzo;Blanco;20;52000;1040000
434;17/11/2021;Centro;Barranquilla;Erika;Camisa;Negro;36;45000;1620000
434;17/11/2021;Centro;Bogotá;Claudia;Zapatos;Blanco;39;84000;3276000
435;17/11/2021;Sur;Medellín;Claudia;Falda;Gris;43;65000;2795000
436;17/11/2021;Sur;Bogotá;Fernanda;Buzo;Verde;27;52000;1404000
437;18/11/2021;Norte;Cartagena;Fernanda;Pantalón;Negro;25;60000;1500000
438;18/11/2021;Sur;Medellín;Erika;Buzo;Amarillo;2;52000;104000
439;19/11/2021;Norte;Bucaramanga;Erika;Falda;Gris;7;65000;455000
440;19/11/2021;Sur;Barranquilla;Sonia;Camisa;Blanco;6;45000;270000
440;20/11/2021;Centro;Cali;Erika;Zapatos;Rojo;17;84000;1428000
440;20/11/2021;Norte;Cartagena;Erika;Pantalón;Amarillo;23;60000;1380000
441;21/11/2021;Norte;Bucaramanga;Fernanda;Falda;Fucsia;25;65000;1625000
442;21/11/2021;Sur;Cartagena;Erika;Camisa;Amarillo;23;45000;1035000
443;22/11/2021;Norte;Bogotá;Sonia;Buzo;Verde;49;52000;2548000
443;22/11/2021;Norte;Bucaramanga;Fernanda;Buzo;Gris;5;52000;260000
443;22/11/2021;Centro;Bogotá;Sonia;Chaqueta;Negro;14;130000;1820000
444;23/11/2021;Norte;Barranquilla;Claudia;Chaqueta;Gris;32;130000;4160000
445;24/11/2021;Norte;Bucaramanga;Claudia;Chaqueta;Gris;31;130000;4030000
446;24/11/2021;Sur;Cartagena;Claudia;Buzo;Blanco;12;52000;624000
446;24/11/2021;Centro;Bucaramanga;Erika;Camisa;Fucsia;8;45000;360000
447;24/11/2021;Norte;Cartagena;Fernanda;Zapatos;Gris;36;84000;3024000
447;24/11/2021;Norte;Bogotá;Fernanda;Camisa;Blanco;50;45000;2250000
447;25/11/2021;Centro;Cali;Sonia;Chaqueta;Blanco;1;130000;130000
447;25/11/2021;Norte;Barranquilla;Fernanda;Buzo;Negro;36;52000;1872000
447;25/11/2021;Sur;Medellín;Claudia;Zapatos;Amarillo;17;84000;1428000
447;26/11/2021;Norte;Cartagena;Sonia;Buzo;Rojo;22;52000;1144000
447;27/11/2021;Norte;Bucaramanga;Erika;Zapatos;Gris;19;84000;1596000
448;27/11/2021;Centro;Cartagena;Fernanda;Falda;Blanco;47;65000;3055000
448;27/11/2021;Norte;Medellín;Erika;Buzo;Fucsia;24;52000;1248000
448;28/11/2021;Sur;Barranquilla;Erika;Zapatos;Gris;30;84000;2520000
448;29/11/2021;Norte;Cali;Claudia;Falda;Verde;21;65000;1365000
449;29/11/2021;Sur;Bucaramanga;Fernanda;Buzo;Rojo;23;52000;1196000
449;29/11/2021;Sur;Medellín;Claudia;Zapatos;Fucsia;35;84000;2940000
450;30/11/2021;Centro;Bucaramanga;Fernanda;Chaqueta;Azul;5;130000;650000
451;30/11/2021;Centro;Bucaramanga;Erika;Buzo;Negro;47;52000;2444000
451;30/11/2021;Sur;Bucaramanga;Fernanda;Camisa;Blanco;39;45000;1755000
451;30/11/2021;Centro;Bucaramanga;Claudia;Buzo;Fucsia;38;52000;1976000
452;1/12/2021;Norte;Bogotá;Fernanda;Pantalón;Verde;46;60000;2760000
452;2/12/2021;Centro;Cali;Claudia;Buzo;Blanco;37;52000;1924000
453;2/12/2021;Sur;Cali;Erika;Buzo;Negro;26;52000;1352000
454;2/12/2021;Centro;Cali;Fernanda;Zapatos;Negro;27;84000;2268000
454;2/12/2021;Centro;Bucaramanga;Claudia;Zapatos;Rojo;24;84000;2016000
455;2/12/2021;Norte;Barranquilla;Fernanda;Camisa;Rojo;46;45000;2070000
456;2/12/2021;Norte;Bucaramanga;Erika;Pantalón;Gris;4;60000;240000
456;3/12/2021;Sur;Cartagena;Erika;Zapatos;Amarillo;17;84000;1428000
457;3/12/2021;Norte;Medellín;Claudia;Falda;Fucsia;39;65000;2535000
457;3/12/2021;Norte;Bucaramanga;Sonia;Buzo;Blanco;34;52000;1768000
457;3/12/2021;Norte;Bogotá;Sonia;Pantalón;Gris;40;60000;2400000
458;4/12/2021;Norte;Cartagena;Erika;Pantalón;Azul;25;60000;1500000
458;4/12/2021;Sur;Bogotá;Sonia;Zapatos;Azul;1;84000;84000
459;4/12/2021;Sur;Bogotá;Erika;Pantalón;Blanco;12;60000;720000
459;4/12/2021;Centro;Cartagena;Erika;Zapatos;Amarillo;27;84000;2268000
459;5/12/2021;Centro;Barranquilla;Fernanda;Zapatos;Azul;8;84000;672000
460;6/12/2021;Sur;Cali;Claudia;Buzo;Fucsia;10;52000;520000
461;6/12/2021;Sur;Bogotá;Sonia;Camisa;Azul;42;45000;1890000
462;6/12/2021;Centro;Barranquilla;Erika;Zapatos;Amarillo;47;84000;3948000
462;7/12/2021;Sur;Medellín;Fernanda;Camisa;Verde;42;45000;1890000
463;8/12/2021;Centro;Bogotá;Fernanda;Falda;Negro;17;65000;1105000
463;8/12/2021;Norte;Barranquilla;Sonia;Chaqueta;Rojo;4;130000;520000
463;10/12/2021;Centro;Bogotá;Erika;Zapatos;Rojo;30;84000;2520000
463;10/12/2021;Norte;Cali;Sonia;Falda;Blanco;15;65000;975000
463;10/12/2021;Sur;Cali;Fernanda;Camisa;Blanco;27;45000;1215000
463;11/12/2021;Centro;Cali;Fernanda;Zapatos;Rojo;29;84000;2436000
463;11/12/2021;Sur;Barranquilla;Sonia;Buzo;Blanco;23;52000;1196000
464;11/12/2021;Norte;Cartagena;Erika;Falda;Gris;20;65000;1300000
464;12/12/2021;Sur;Cali;Claudia;Falda;Amarillo;6;65000;390000
464;12/12/2021;Sur;Cali;Erika;Camisa;Gris;27;45000;1215000
465;13/12/2021;Sur;Cali;Fernanda;Zapatos;Fucsia;46;84000;3864000
465;14/12/2021;Sur;Bogotá;Erika;Buzo;Verde;34;52000;1768000
465;14/12/2021;Sur;Cali;Erika;Pantalón;Amarillo;39;60000;2340000
466;14/12/2021;Sur;Medellín;Claudia;Zapatos;Blanco;36;84000;3024000
466;15/12/2021;Norte;Medellín;Fernanda;Falda;Fucsia;8;65000;520000
467;15/12/2021;Centro;Bogotá;Erika;Camisa;Fucsia;32;45000;1440000
468;16/12/2021;Sur;Cartagena;Claudia;Chaqueta;Amarillo;40;130000;5200000
468;16/12/2021;Sur;Cartagena;Fernanda;Zapatos;Negro;29;84000;2436000
469;17/12/2021;Centro;Cali;Claudia;Camisa;Azul;46;45000;2070000
469;17/12/2021;Sur;Bucaramanga;Claudia;Chaqueta;Verde;3;130000;390000
470;18/12/2021;Sur;Cartagena;Fernanda;Chaqueta;Negro;8;130000;1040000
470;19/12/2021;Sur;Bogotá;Sonia;Zapatos;Azul;39;84000;3276000
471;19/12/2021;Norte;Cartagena;Sonia;Zapatos;Verde;19;84000;1596000
471;20/12/2021;Centro;Cali;Fernanda;Chaqueta;Negro;32;130000;4160000
472;20/12/2021;Centro;Bucaramanga;Fernanda;Buzo;Gris;25;52000;1300000
472;20/12/2021;Norte;Bucaramanga;Fernanda;Falda;Negro;6;65000;390000
472;20/12/2021;Norte;Bogotá;Claudia;Pantalón;Negro;28;60000;1680000
473;20/12/2021;Norte;Cali;Fernanda;Chaqueta;Rojo;17;130000;2210000
473;21/12/2021;Sur;Cali;Claudia;Chaqueta;Blanco;10;130000;1300000
474;21/12/2021;Norte;Cali;Erika;Camisa;Verde;24;45000;1080000
475;21/12/2021;Norte;Barranquilla;Claudia;Pantalón;Verde;22;60000;1320000
475;21/12/2021;Sur;Cali;Erika;Chaqueta;Azul;30;130000;3900000
476;21/12/2021;Sur;Barranquilla;Fernanda;Buzo;Gris;30;52000;1560000
476;22/12/2021;Norte;Medellín;Claudia;Zapatos;Verde;42;84000;3528000
477;22/12/2021;Centro;Bucaramanga;Erika;Zapatos;Amarillo;40;84000;3360000
478;23/12/2021;Sur;Cartagena;Fernanda;Chaqueta;Gris;3;130000;390000
479;24/12/2021;Centro;Medellín;Erika;Camisa;Rojo;45;45000;2025000
480;24/12/2021;Sur;Medellín;Sonia;Buzo;Blanco;47;52000;2444000
480;24/12/2021;Centro;Cartagena;Erika;Camisa;Blanco;43;45000;1935000
481;25/12/2021;Centro;Barranquilla;Erika;Zapatos;Blanco;25;84000;2100000
481;25/12/2021;Norte;Cali;Erika;Pantalón;Azul;39;60000;2340000
482;25/12/2021;Centro;Cali;Erika;Chaqueta;Azul;24;130000;3120000
483;25/12/2021;Sur;Medellín;Erika;Zapatos;Rojo;6;84000;504000
483;26/12/2021;Centro;Bogotá;Claudia;Falda;Fucsia;14;65000;910000
484;26/12/2021;Centro;Cartagena;Fernanda;Buzo;Fucsia;7;52000;364000
484;27/12/2021;Norte;Cali;Erika;Pantalón;Fucsia;27;60000;1620000
485;27/12/2021;Norte;Medellín;Erika;Camisa;Amarillo;24;45000;1080000
485;27/12/2021;Sur;Bogotá;Sonia;Camisa;Amarillo;29;45000;1305000
485;28/12/2021;Norte;Cartagena;Fernanda;Chaqueta;Negro;9;130000;1170000
486;28/12/2021;Norte;Medellín;Erika;Chaqueta;Fucsia;25;130000;3250000
486;29/12/2021;Sur;Medellín;Claudia;Zapatos;Fucsia;39;84000;3276000
487;30/12/2021;Norte;Bucaramanga;Erika;Camisa;Azul;30;45000;1350000
488;31/12/2021;Centro;Barranquilla;Sonia;Chaqueta;Amarillo;13;130000;1690000
488;2/01/2022;Norte;Bucaramanga;Fernanda;Buzo;Verde;44;52000;2288000
488;2/01/2022;Centro;Medellín;Sonia;Camisa;Azul;44;45000;1980000
489;2/01/2022;Centro;Bogotá;Claudia;Pantalón;Negro;43;60000;2580000
490;2/01/2022;Centro;Barranquilla;Erika;Pantalón;Gris;14;60000;840000
490;3/01/2022;Centro;Bucaramanga;Claudia;Camisa;Rojo;29;45000;1305000
490;3/01/2022;Sur;Barranquilla;Fernanda;Zapatos;Verde;26;84000;2184000
491;3/01/2022;Norte;Cali;Sonia;Camisa;Verde;25;45000;1125000
491;4/01/2022;Centro;Cartagena;Claudia;Camisa;Azul;42;45000;1890000
491;5/01/2022;Centro;Bucaramanga;Claudia;Falda;Fucsia;30;65000;1950000
491;5/01/2022;Norte;Cali;Fernanda;Pantalón;Fucsia;7;60000;420000
492;5/01/2022;Sur;Bogotá;Claudia;Camisa;Gris;43;45000;1935000
492;5/01/2022;Sur;Cali;Sonia;Pantalón;Azul;36;60000;2160000
492;5/01/2022;Centro;Cali;Erika;Camisa;Verde;11;45000;495000
493;5/01/2022;Centro;Medellín;Sonia;Zapatos;Rojo;29;84000;2436000
494;6/01/2022;Sur;Barranquilla;Sonia;Pantalón;Azul;10;60000;600000
494;6/01/2022;Centro;Barranquilla;Fernanda;Buzo;Azul;6;52000;312000
495;6/01/2022;Centro;Bogotá;Sonia;Chaqueta;Amarillo;43;130000;5590000
496;7/01/2022;Sur;Bogotá;Sonia;Camisa;Azul;39;45000;1755000
496;7/01/2022;Sur;Cali;Fernanda;Camisa;Rojo;48;45000;2160000
496;8/01/2022;Sur;Bogotá;Claudia;Falda;Gris;30;65000;1950000
496;8/01/2022;Norte;Cali;Fernanda;Pantalón;Verde;17;60000;1020000
497;9/01/2022;Norte;Cartagena;Claudia;Camisa;Negro;11;45000;495000
498;10/01/2022;Centro;Bogotá;Sonia;Buzo;Rojo;33;52000;1716000
498;10/01/2022;Sur;Bucaramanga;Fernanda;Buzo;Rojo;14;52000;728000
499;11/01/2022;Sur;Bogotá;Fernanda;Camisa;Amarillo;8;45000;360000
500;11/01/2022;Centro;Cartagena;Erika;Buzo;Blanco;45;52000;2340000
501;11/01/2022;Norte;Medellín;Sonia;Buzo;Negro;4;52000;208000
501;11/01/2022;Norte;Bucaramanga;Sonia;Pantalón;Verde;48;60000;2880000
502;12/01/2022;Sur;Cali;Claudia;Buzo;Fucsia;31;52000;1612000
502;12/01/2022;Norte;Medellín;Erika;Zapatos;Fucsia;41;84000;3444000
503;12/01/2022;Sur;Cartagena;Claudia;Camisa;Gris;4;45000;180000
504;12/01/2022;Sur;Bucaramanga;Sonia;Falda;Amarillo;46;65000;2990000
505;13/01/2022;Sur;Bogotá;Erika;Buzo;Verde;49;52000;2548000
505;13/01/2022;Sur;Bogotá;Fernanda;Zapatos;Negro;21;84000;1764000
505;13/01/2022;Centro;Cali;Sonia;Zapatos;Blanco;20;84000;1680000
505;14/01/2022;Sur;Barranquilla;Sonia;Pantalón;Blanco;36;60000;2160000
506;15/01/2022;Sur;Bogotá;Fernanda;Zapatos;Negro;44;84000;3696000
506;15/01/2022;Sur;Bogotá;Erika;Falda;Verde;36;65000;2340000
507;15/01/2022;Norte;Barranquilla;Fernanda;Pantalón;Amarillo;6;60000;360000
508;16/01/2022;Centro;Barranquilla;Sonia;Falda;Fucsia;27;65000;1755000
509;16/01/2022;Norte;Cali;Sonia;Pantalón;Amarillo;2;60000;120000
509;17/01/2022;Norte;Cali;Fernanda;Buzo;Verde;40;52000;2080000
510;17/01/2022;Norte;Cali;Claudia;Pantalón;Rojo;25;60000;1500000
510;17/01/2022;Norte;Bogotá;Sonia;Chaqueta;Verde;34;130000;4420000
511;18/01/2022;Norte;Bogotá;Fernanda;Chaqueta;Negro;28;130000;3640000
511;19/01/2022;Norte;Barranquilla;Sonia;Zapatos;Gris;28;84000;2352000
511;19/01/2022;Centro;Bogotá;Sonia;Pantalón;Amarillo;38;60000;2280000
511;20/01/2022;Sur;Bucaramanga;Fernanda;Chaqueta;Blanco;3;130000;390000
512;20/01/2022;Sur;Medellín;Erika;Buzo;Amarillo;13;52000;676000
513;20/01/2022;Sur;Bucaramanga;Erika;Zapatos;Negro;46;84000;3864000
514;21/01/2022;Norte;Barranquilla;Claudia;Chaqueta;Negro;8;130000;1040000
514;21/01/2022;Norte;Medellín;Claudia;Chaqueta;Gris;37;130000;4810000
515;21/01/2022;Norte;Cali;Sonia;Camisa;Negro;49;45000;2205000
515;21/01/2022;Norte;Cali;Erika;Falda;Azul;11;65000;715000
515;21/01/2022;Centro;Cali;Fernanda;Chaqueta;Amarillo;38;130000;4940000
